cust_id,HHIncBand,AgeBrkt,Gdr,HomeOwn,FavSport
119888,150k+,65+,F,,esports
109797,0-35k,18-24,M,tenant,Hockey
111916,0-35k,70,M,,Hockey
118429,150k+,70,M,,Soccer
101471,75to150,55-64,F,tenant,Football
117602,35_75,18-24,M,,golf
117037,HighIncome,55-64,M,,MMA
113350,150k+,45-54,F,Owns,Soccer
108157,150k+,25-34,M,,Football
116840,0-35k,18 to 24,F,tenant,Soccer
119773,HighIncome,35-44,O,,motorsport
103480,MedHigh,25_34,M,own,Soccer
100843,150k+,55-64,M,rent,
102072,75to150,18 to 24,F,,Soccer
105619,MedHigh,70,F,,golf
118733,35-75k,18-24,F,,tennis
112297,75-150k,55-64,F,tenant,Hockey
108372,150kplus,25-34,F,Owns,Football
115962,35_75,35-44,M,owner,esports
107438,75to150,25-34,M,rent,Soccer
111065,150k+,35-44,F,tenant,Basketball
105562,Low,25-34,F,rent,golf
111418,0-35k,45-54,F,own,Hockey
108317,35-75k,18 to 24,M,rent,Soccer
114072,35_75,65+,M,owner,MMA
114944,MedHigh,65+,F,rent,Hockey
119544,MedHigh,25_34,F,,tennis
114188,Under35,25_34,M,owner,
110527,150k+,25-34,F,rent,Football
105707,HighIncome,65+,M,,Basketball
101084,150k+,35-44,F,Owns,motorsport
117393,HighIncome,70,M,own,esports
107229,150k+,35-44,F,rent,golf
100999,75-150k,65+,M,own,esports
109842,75-150k,55-64,M,Owns,Basketball
104371,35_75,70,M,,esports
109646,150kplus,65+,M,Owns,Football
105166,75to150,25_34,F,own,Basketball
116813,75to150,70,M,Owns,golf
116748,75to150,70,M,Owns,Baseball
101405,35_75,35-44,F,Owns,Baseball
117131,75to150,45-54,M,own,golf
110461,75to150,70,F,,golf
117570,150k+,65+,F,tenant,Football
115542,0-35k,55-64,F,owner,Soccer
101808,Low,70,F,,Football
112095,35-75k,65+,M,own,esports
118829,HighIncome,45-54,F,own,
100432,0-35k,18-24,F,Owns,golf
114893,75to150,65+,F,owner,golf
118244,35-75k,65+,F,owner,tennis
105758,35-75k,25-34,M,tenant,MMA
101519,150kplus,18 to 24,M,owner,Baseball
107904,150kplus,25-34,M,rent,
114327,150k+,18 to 24,F,Owns,MMA
101943,35_75,25_34,F,owner,Football
114169,150kplus,70,F,owner,esports
100600,35-75k,25-34,M,rent,motorsport
116103,0-35k,25_34,M,owner,Baseball
109276,35_75,65+,F,owner,motorsport
117955,35_75,70,F,own,MMA
109392,MedHigh,65+,M,,Soccer
114031,Under35,18-24,F,owner,Basketball
112643,HighIncome,55-64,M,,Basketball
112532,150k+,55-64,F,own,motorsport
100164,Low,18 to 24,M,rent,
106499,35_75,25_34,M,,Soccer
100551,150kplus,45-54,M,rent,Baseball
114366,35_75,35-44,F,tenant,Soccer
100020,Under35,25_34,F,rent,
104963,75-150k,18-24,M,,Soccer
986901,HighIncome,45-54,F,own,tennis
108833,150k+,18 to 24,F,,MMA
117583,35_75,65+,M,own,Baseball
116130,75to150,25_34,F,Owns,golf
116384,75-150k,45-54,F,owner,MMA
104386,150k+,70,F,,
100560,Under35,25_34,F,tenant,esports
111187,MedHigh,18 to 24,F,owner,motorsport
102290,35_75,35-44,F,owner,Baseball
118558,150kplus,25-34,M,rent,Soccer
109201,150kplus,25_34,M,owner,Baseball
100928,HighIncome,18-24,M,own,Baseball
100604,35_75,70,F,,Soccer
103154,150k+,25-34,M,own,Basketball
118246,35_75,70,F,owner,tennis
103736,Under35,65+,M,tenant,Baseball
100966,0-35k,18-24,F,,tennis
946092,MedHigh,25_34,F,,Basketball
105963,35-75k,25_34,F,tenant,golf
119935,150k+,70,M,Owns,MMA
108192,0-35k,70,F,,Baseball
106043,MedHigh,18 to 24,M,Owns,tennis
115131,150kplus,45-54,M,,motorsport
116958,0-35k,25-34,F,own,Football
117758,75-150k,18 to 24,F,tenant,Baseball
111984,150k+,18-24,M,Owns,MMA
102787,150k+,35-44,F,own,Baseball
111276,150k+,25-34,M,owner,
107645,Low,35-44,M,Owns,MMA
106955,Under35,18-24,F,rent,golf
110117,75-150k,70,M,own,golf
104038,150k+,25_34,M,,
112343,35-75k,65+,F,own,esports
116939,35_75,55-64,M,,Baseball
113253,35_75,70,F,,golf
110204,75to150,55-64,,own,esports
100874,Low,25_34,M,tenant,Football
116535,35_75,70,M,own,Basketball
109084,75-150k,45-54,M,own,motorsport
108886,MedHigh,55-64,F,owner,motorsport
113658,0-35k,65+,M,rent,Hockey
113771,75to150,45-54,F,Owns,Football
110829,Low,65+,F,tenant,MMA
110304,MedHigh,70,F,own,MMA
111780,35_75,35-44,M,Owns,tennis
115054,MedHigh,25-34,F,Owns,Soccer
119533,75-150k,25-34,M,owner,Soccer
105104,35_75,18 to 24,F,owner,golf
101939,Under35,25_34,M,rent,motorsport
119515,150k+,70,F,owner,MMA
109365,75-150k,65+,M,Owns,Baseball
111542,150k+,18 to 24,M,owner,tennis
102433,150k+,55-64,F,tenant,Hockey
110761,75to150,45-54,F,,golf
110240,HighIncome,18 to 24,F,own,tennis
118341,0-35k,18-24,M,,Hockey
117808,150kplus,18-24,F,owner,Baseball
110104,Low,70,M,owner,Basketball
104987,35_75,55-64,M,tenant,MMA
110924,0-35k,65+,M,,golf
113211,0-35k,35-44,M,,Soccer
104121,150k+,55-64,M,,Soccer
108416,35_75,25_34,F,,esports
103684,150k+,65+,,,golf
101579,0-35k,25_34,F,,esports
111728,0-35k,55-64,M,owner,Hockey
103180,75-150k,18-24,F,,Football
109143,Low,35-44,M,,
100835,MedHigh,25_34,,own,Hockey
109979,MedHigh,25-34,M,,Soccer
104402,MedHigh,55-64,F,own,motorsport
105771,75-150k,18 to 24,F,,Hockey
117923,75to150,45-54,M,Owns,Basketball
106783,75to150,18 to 24,F,rent,golf
117613,150k+,35-44,M,,Baseball
100636,75to150,55-64,F,owner,golf
118848,Under35,25_34,M,own,Soccer
105803,MedHigh,25_34,M,Owns,Hockey
104057,150kplus,25-34,M,,Basketball
117171,150k+,18 to 24,F,tenant,Baseball
113117,MedHigh,18 to 24,M,rent,MMA
116033,150k+,70,F,owner,esports
119829,75-150k,25_34,M,owner,Football
117990,HighIncome,25_34,O,,Hockey
101300,75-150k,25_34,F,tenant,Football
113870,75-150k,18-24,M,,esports
119102,HighIncome,18 to 24,F,,esports
119065,Low,25-34,M,Owns,MMA
109862,150k+,45-54,F,tenant,tennis
114166,75-150k,18-24,F,owner,golf
101969,150k+,65+,M,rent,Football
102522,150k+,18 to 24,F,Owns,Baseball
103908,150k+,25_34,M,own,esports
107209,35-75k,35-44,F,,Football
105015,75to150,65+,M,owner,motorsport
103744,75to150,25-34,M,rent,tennis
107451,75-150k,18-24,M,own,
119454,MedHigh,18 to 24,M,,Baseball
114978,35-75k,18-24,,rent,MMA
105655,150k+,18-24,F,,Football
117665,Under35,25_34,F,rent,Basketball
115821,35_75,25-34,F,Owns,golf
116506,150k+,55-64,F,,MMA
115534,150k+,25-34,M,rent,Football
119843,MedHigh,18-24,M,rent,golf
104419,75-150k,18-24,M,Owns,Hockey
113947,35-75k,45-54,M,,MMA
110412,HighIncome,18-24,M,,
116375,Under35,25-34,F,rent,Basketball
119807,35_75,45-54,F,,tennis
100696,35-75k,45-54,M,,Hockey
109625,75to150,35-44,F,tenant,Football
115497,75to150,70,F,rent,golf
119397,Under35,25_34,M,rent,motorsport
118356,HighIncome,45-54,F,,MMA
114268,MedHigh,55-64,M,,esports
116321,75to150,55-64,F,rent,
110973,Under35,55-64,F,,Baseball
111110,HighIncome,18-24,F,tenant,
101130,150k+,25-34,F,tenant,golf
116783,150kplus,70,O,Owns,Soccer
114538,150k+,55-64,M,Owns,esports
114161,0-35k,25_34,M,,MMA
104050,HighIncome,25_34,F,,MMA
106475,Low,25_34,M,rent,Soccer
107278,150k+,70,F,owner,Soccer
103629,Low,35-44,F,tenant,golf
119491,0-35k,65+,M,own,
105194,35-75k,25-34,M,own,Soccer
118121,Low,70,M,,golf
111357,75to150,45-54,F,Owns,Football
104851,35-75k,25_34,F,,Soccer
113409,HighIncome,18 to 24,M,tenant,golf
106587,75-150k,18-24,M,,Football
106818,75-150k,55-64,M,,
105579,Under35,55-64,M,own,Baseball
111014,35-75k,18 to 24,F,tenant,Basketball
114155,150k+,55-64,M,,Basketball
116904,Under35,25_34,F,own,MMA
116728,150k+,55-64,M,,Hockey
114261,0-35k,25_34,O,rent,Football
105144,Under35,65+,M,owner,Football
116839,150k+,65+,M,rent,motorsport
100159,Under35,18-24,F,,esports
116745,35_75,45-54,F,,tennis
100001,150k+,45-54,M,,golf
108901,35_75,45-54,F,Owns,Basketball
103065,MedHigh,65+,M,tenant,Soccer
108959,150k+,25-34,F,owner,
100280,0-35k,65+,M,tenant,golf
104027,MedHigh,35-44,M,rent,esports
111071,MedHigh,55-64,F,tenant,esports
116304,Low,18-24,F,,tennis
109165,Low,70,F,own,esports
109192,35_75,65+,M,own,Hockey
110638,35_75,70,M,,esports
110508,MedHigh,65+,M,own,Hockey
115712,75-150k,65+,F,owner,Hockey
102039,35-75k,18 to 24,M,,golf
119892,HighIncome,55-64,M,Owns,Hockey
107811,MedHigh,65+,F,rent,Soccer
111101,HighIncome,35-44,M,,Basketball
119988,75to150,18-24,F,own,MMA
103486,75-150k,55-64,F,own,Baseball
108219,HighIncome,65+,M,Owns,tennis
109535,35_75,65+,F,rent,MMA
100321,HighIncome,18-24,F,owner,
114635,Under35,45-54,F,rent,Baseball
103555,Under35,45-54,M,own,Football
103536,Under35,18 to 24,M,Owns,
100070,150k+,25-34,M,owner,Football
106568,0-35k,25_34,F,,Basketball
111868,150k+,18 to 24,M,,MMA
106919,HighIncome,25_34,O,owner,
109518,75-150k,25_34,M,,MMA
106021,150k+,35-44,M,Owns,
116809,150kplus,18 to 24,M,Owns,esports
118854,150kplus,65+,M,,tennis
106121,Under35,45-54,M,rent,Football
115586,HighIncome,25-34,M,owner,motorsport
109478,35-75k,35-44,M,,Football
111093,150k+,35-44,M,tenant,golf
115153,0-35k,18 to 24,F,rent,MMA
110035,0-35k,35-44,F,,tennis
105456,75to150,35-44,F,,Basketball
100721,150k+,70,M,rent,Soccer
100088,35_75,18 to 24,F,tenant,esports
973581,150k+,70,F,,esports
112766,150kplus,18-24,,Owns,MMA
102870,HighIncome,35-44,F,Owns,Basketball
109299,HighIncome,65+,M,,MMA
116993,MedHigh,65+,M,rent,Hockey
105964,150k+,25-34,F,rent,tennis
110155,35-75k,25-34,M,owner,Football
106041,35_75,35-44,M,tenant,MMA
115929,HighIncome,65+,M,,tennis
115503,150k+,45-54,F,tenant,MMA
105281,150kplus,18 to 24,M,Owns,Basketball
113478,150k+,70,M,rent,golf
119818,0-35k,70,M,owner,Hockey
114184,35_75,45-54,M,owner,
105366,MedHigh,25_34,M,Owns,Basketball
113071,Low,55-64,F,tenant,Baseball
111069,150k+,25_34,F,owner,tennis
109111,150k+,65+,M,own,golf
106097,150k+,45-54,F,owner,golf
103814,MedHigh,25-34,M,,golf
118810,75-150k,25_34,M,,Football
114459,Low,25_34,M,Owns,esports
118930,Low,35-44,M,owner,MMA
117235,MedHigh,35-44,F,,motorsport
116171,35_75,35-44,M,tenant,esports
107219,Under35,25-34,M,tenant,Soccer
119378,Low,65+,F,Owns,esports
947022,0-35k,55-64,M,own,esports
103249,0-35k,25-34,M,own,Baseball
115419,150k+,18 to 24,F,,Football
958517,Low,25-34,M,,motorsport
116792,HighIncome,25_34,M,,Hockey
105592,Low,45-54,M,,esports
109805,150k+,25_34,M,rent,Football
117413,150kplus,70,F,,motorsport
107472,75-150k,18-24,M,,esports
105380,35-75k,45-54,F,Owns,
106154,150k+,25-34,M,,Football
116070,150kplus,45-54,F,Owns,
115117,35-75k,25_34,F,rent,esports
106129,75to150,25_34,F,own,Hockey
111864,150kplus,18 to 24,F,owner,motorsport
117340,HighIncome,35-44,M,,golf
105650,35-75k,25-34,O,Owns,MMA
100165,35-75k,70,F,,motorsport
116531,0-35k,25-34,M,owner,Baseball
106832,0-35k,18 to 24,M,,esports
103506,Low,45-54,M,tenant,Baseball
104097,75to150,18 to 24,F,Owns,golf
109774,Under35,55-64,F,own,motorsport
104903,HighIncome,55-64,F,Owns,Soccer
119449,0-35k,18 to 24,F,Owns,esports
119852,MedHigh,45-54,F,tenant,Baseball
102543,MedHigh,25-34,F,Owns,tennis
107503,Under35,65+,F,Owns,golf
117790,MedHigh,70,F,own,Basketball
104666,35-75k,18-24,M,,Basketball
107760,150k+,18 to 24,F,Owns,Football
109240,0-35k,18 to 24,F,owner,golf
109956,75to150,25-34,F,,Football
102891,35-75k,70,F,owner,Football
110767,75to150,45-54,F,owner,
106799,0-35k,25-34,,rent,Soccer
105423,150kplus,25-34,F,,golf
109288,HighIncome,65+,F,Owns,MMA
113512,MedHigh,18 to 24,F,,Baseball
113384,Low,25_34,F,owner,MMA
111217,Under35,55-64,F,tenant,tennis
117102,Low,70,M,own,tennis
113862,75to150,25_34,F,owner,Soccer
119263,75-150k,55-64,M,,
108242,150kplus,25_34,M,,Soccer
116210,150k+,25_34,F,Owns,motorsport
102866,0-35k,18-24,M,rent,Basketball
103410,0-35k,25_34,M,,tennis
111092,Low,65+,M,,golf
107892,150kplus,45-54,F,,Basketball
113035,35-75k,25_34,,,motorsport
115247,75to150,35-44,M,,Baseball
108170,HighIncome,70,F,,esports
117121,35-75k,25_34,F,,
110447,Under35,35-44,M,,Hockey
102560,75to150,25_34,F,Owns,tennis
109177,Low,35-44,M,,esports
107731,Under35,25-34,F,tenant,golf
104736,35_75,18-24,M,,Basketball
996998,Low,18 to 24,F,own,Hockey
116482,0-35k,25_34,M,tenant,motorsport
113169,150kplus,45-54,F,,Basketball
102935,Low,35-44,M,own,Football
116485,HighIncome,65+,M,rent,Football
113709,150k+,70,F,rent,Basketball
113693,HighIncome,18 to 24,M,rent,motorsport
112059,150k+,25-34,M,own,Soccer
107132,75-150k,25-34,F,Owns,
105421,Low,25_34,M,tenant,tennis
116288,150kplus,18-24,M,own,MMA
100805,35_75,25_34,M,tenant,tennis
119044,Low,65+,M,own,tennis
104255,75-150k,35-44,M,tenant,motorsport
107861,Low,45-54,F,tenant,Hockey
113812,35-75k,45-54,M,owner,Basketball
107718,150k+,25_34,F,,Baseball
115642,150kplus,35-44,F,Owns,Baseball
118699,Under35,25-34,M,tenant,Football
112794,MedHigh,70,M,,motorsport
117902,75to150,70,M,owner,tennis
110074,MedHigh,35-44,F,owner,Soccer
108549,HighIncome,45-54,M,Owns,Baseball
109870,Low,45-54,F,tenant,Football
103754,75-150k,55-64,F,,Basketball
104469,35_75,25-34,F,owner,Soccer
114873,150k+,55-64,M,,
111968,150k+,25-34,F,owner,tennis
110183,150k+,25_34,M,,Football
109367,75to150,25-34,F,rent,MMA
110588,75-150k,45-54,F,own,Soccer
113698,75to150,65+,F,rent,Basketball
107426,0-35k,25_34,M,,MMA
103970,35_75,25_34,F,Owns,Hockey
105134,35-75k,55-64,M,own,Hockey
114945,150k+,70,M,owner,esports
116191,75-150k,55-64,M,Owns,Basketball
115509,0-35k,25_34,M,Owns,motorsport
100862,150k+,18 to 24,M,,Football
100822,35_75,70,M,Owns,esports
113498,0-35k,18 to 24,F,,MMA
119661,150kplus,25_34,F,Owns,Hockey
111992,0-35k,18-24,M,tenant,motorsport
104505,150kplus,18-24,M,own,Soccer
106253,75to150,18-24,F,,motorsport
109286,0-35k,70,F,owner,Hockey
100581,75to150,18 to 24,M,,golf
100435,150kplus,45-54,M,rent,Football
118273,0-35k,70,M,owner,MMA
100942,150kplus,45-54,F,,Basketball
119908,75to150,18 to 24,M,rent,Baseball
112334,35_75,25_34,F,rent,esports
113918,75to150,35-44,M,,golf
110693,35-75k,25-34,M,,golf
111731,150k+,18 to 24,M,tenant,MMA
114485,150kplus,25-34,M,Owns,tennis
100162,75-150k,35-44,M,rent,MMA
117691,150k+,25_34,F,,Soccer
117247,HighIncome,18 to 24,M,tenant,Soccer
116806,Under35,18-24,M,own,Hockey
113893,75-150k,18 to 24,F,owner,Soccer
119456,75-150k,65+,M,tenant,esports
109728,150k+,70,M,,
105675,35-75k,35-44,M,,MMA
106716,75to150,45-54,M,tenant,Hockey
107123,HighIncome,70,F,tenant,Football
101512,150kplus,18-24,M,own,esports
103342,MedHigh,35-44,F,owner,Soccer
100860,HighIncome,45-54,F,Owns,motorsport
113257,Low,18 to 24,F,own,tennis
100813,35-75k,18-24,M,,tennis
107128,MedHigh,35-44,O,,Basketball
114892,HighIncome,18-24,M,Owns,golf
104598,0-35k,25_34,M,rent,motorsport
103276,0-35k,70,F,rent,esports
106391,150k+,25-34,M,,Football
111851,0-35k,65+,F,owner,esports
110334,150k+,55-64,M,tenant,Baseball
114179,35-75k,65+,F,,esports
100273,HighIncome,35-44,F,,Baseball
110245,MedHigh,70,M,Owns,Football
107841,HighIncome,18 to 24,M,tenant,Football
114611,Low,70,M,Owns,Basketball
117107,35-75k,35-44,M,,Soccer
114388,75-150k,55-64,M,rent,esports
111592,150k+,65+,M,owner,esports
116524,HighIncome,18-24,M,,Baseball
106505,75-150k,70,F,rent,
117016,150k+,25-34,F,tenant,Hockey
107080,MedHigh,25-34,F,Owns,esports
102255,75to150,45-54,M,Owns,Basketball
118709,Low,65+,F,tenant,tennis
108762,35-75k,18-24,F,owner,Football
104394,75to150,65+,F,rent,Hockey
118427,150kplus,70,M,,tennis
111365,150kplus,45-54,M,Owns,Baseball
101030,75-150k,25-34,F,owner,Hockey
116049,Low,25_34,F,,motorsport
105390,150kplus,25_34,M,owner,tennis
108351,Under35,25_34,M,owner,esports
118377,75to150,70,M,,Basketball
105508,35_75,65+,F,,
118772,150k+,18-24,F,,
106161,75-150k,55-64,F,,Soccer
118556,75to150,18-24,F,owner,
118212,150k+,18 to 24,F,owner,golf
119660,0-35k,65+,M,tenant,motorsport
104581,150k+,35-44,F,owner,Basketball
119623,150k+,65+,M,own,esports
105248,75-150k,55-64,F,tenant,Soccer
110560,Low,25-34,M,owner,esports
108772,0-35k,25-34,F,,Baseball
109249,35_75,18 to 24,M,Owns,Football
100737,150k+,18 to 24,M,Owns,Hockey
107592,HighIncome,25_34,M,tenant,tennis
111345,35-75k,18-24,M,Owns,golf
110828,0-35k,25_34,F,owner,tennis
110582,Low,25-34,F,tenant,MMA
117345,150k+,25_34,F,own,tennis
109621,75to150,18-24,M,,Baseball
112736,MedHigh,70,F,own,tennis
108375,150k+,70,,,Basketball
107857,150k+,25-34,M,,Baseball
100329,150k+,70,F,,golf
119674,150kplus,18-24,F,,Football
112983,75to150,25-34,F,,Basketball
104532,Low,70,M,owner,Baseball
106869,150k+,25_34,M,tenant,Football
110832,150k+,18-24,F,Owns,esports
105581,Low,45-54,M,own,Soccer
118011,150kplus,25-34,F,owner,Football
107119,75-150k,18 to 24,M,,motorsport
105848,Low,25_34,M,owner,golf
100000,HighIncome,25_34,F,own,Basketball
116017,0-35k,45-54,F,tenant,tennis
108916,MedHigh,70,F,rent,
115383,35-75k,45-54,M,rent,motorsport
113582,150k+,18 to 24,M,tenant,golf
117830,150k+,55-64,M,own,Basketball
106911,0-35k,45-54,,owner,Hockey
112776,75to150,18-24,,owner,Hockey
105810,35_75,25_34,F,tenant,golf
109127,35-75k,65+,M,owner,esports
101860,150kplus,25_34,F,tenant,Basketball
118373,35_75,55-64,F,,MMA
110379,35-75k,65+,F,Owns,esports
102431,150k+,65+,F,,esports
119556,150k+,45-54,M,own,
117177,35_75,35-44,F,Owns,motorsport
108984,75-150k,45-54,F,tenant,
107033,0-35k,25-34,F,owner,Football
105832,35_75,18-24,M,tenant,Football
114678,150k+,45-54,M,,motorsport
118488,MedHigh,25-34,M,rent,Baseball
119976,150k+,55-64,F,tenant,Baseball
105582,150k+,18 to 24,M,,Basketball
109951,150k+,18 to 24,F,rent,Soccer
106204,0-35k,70,F,rent,Hockey
101323,Under35,25_34,F,rent,Baseball
117641,HighIncome,70,M,owner,
102844,MedHigh,55-64,M,,golf
117580,75-150k,25-34,M,own,
110046,35_75,45-54,F,,MMA
112929,35_75,18 to 24,M,own,Football
109353,HighIncome,25-34,M,owner,esports
112149,150k+,18-24,F,rent,Baseball
940358,35-75k,55-64,M,Owns,Football
103875,35-75k,55-64,O,,MMA
117123,150k+,18 to 24,M,owner,Football
101393,35_75,70,F,Owns,Baseball
111600,Under35,18 to 24,F,,Baseball
118449,35-75k,55-64,M,,
102860,0-35k,25-34,M,owner,
110943,35-75k,18 to 24,F,owner,Basketball
116267,35_75,55-64,M,,
102510,Low,35-44,M,owner,golf
115521,75to150,65+,F,rent,Hockey
114715,0-35k,18-24,M,Owns,esports
112823,150k+,25_34,M,tenant,MMA
105000,150k+,25-34,M,rent,esports
118712,35-75k,70,F,tenant,golf
104445,0-35k,35-44,F,,Football
102577,0-35k,18-24,F,owner,tennis
109569,MedHigh,18 to 24,M,Owns,Soccer
112918,75-150k,45-54,F,,esports
107587,75-150k,70,F,,Basketball
105657,Under35,65+,M,,Hockey
116857,150k+,65+,F,,golf
107922,Under35,18 to 24,M,,esports
114534,75to150,65+,M,Owns,tennis
117621,75-150k,18-24,M,own,Football
108225,35_75,55-64,F,,esports
108059,150k+,35-44,F,,tennis
103005,75-150k,18 to 24,M,rent,golf
109929,75to150,25_34,F,rent,MMA
102980,Low,25-34,F,Owns,esports
107596,35_75,18 to 24,F,Owns,golf
104457,0-35k,55-64,F,,Football
108400,150k+,55-64,M,Owns,Football
116603,MedHigh,25_34,O,rent,esports
116147,75to150,25_34,F,Owns,Hockey
103853,0-35k,45-54,M,rent,Soccer
105290,150kplus,55-64,F,rent,Hockey
119015,35_75,65+,M,Owns,esports
112342,150kplus,25-34,F,Owns,tennis
100046,150kplus,65+,F,own,golf
107768,0-35k,45-54,M,,Soccer
114168,150k+,18-24,M,,Soccer
114600,150k+,55-64,M,,esports
118849,150k+,65+,F,rent,tennis
105851,35_75,45-54,F,,
118277,35-75k,45-54,M,,motorsport
113351,150k+,35-44,M,rent,Basketball
101877,150k+,18 to 24,F,tenant,MMA
119162,150k+,65+,F,,MMA
109050,150kplus,18 to 24,M,Owns,
109531,Under35,18 to 24,M,Owns,MMA
119252,150k+,18 to 24,F,Owns,esports
110699,MedHigh,55-64,M,own,golf
115143,HighIncome,25_34,M,,motorsport
112417,35-75k,25-34,F,own,esports
112177,150k+,55-64,F,,Basketball
102812,150kplus,70,,owner,
112588,35-75k,18-24,F,rent,esports
114139,150k+,18-24,M,,Basketball
116727,35-75k,18-24,F,tenant,MMA
113941,35_75,65+,M,,Baseball
112908,35-75k,18 to 24,F,rent,golf
103917,MedHigh,35-44,M,rent,esports
114343,75-150k,25-34,F,,
117284,150kplus,70,F,rent,Baseball
114444,35_75,65+,F,own,motorsport
115234,150kplus,18 to 24,M,Owns,
110193,MedHigh,70,F,,golf
107083,75-150k,65+,F,Owns,Basketball
118403,MedHigh,18 to 24,M,,tennis
117751,MedHigh,18 to 24,M,owner,MMA
105766,Under35,18 to 24,F,tenant,golf
107626,75-150k,18 to 24,M,,motorsport
115877,75-150k,25_34,M,,Basketball
116880,150k+,65+,F,tenant,Baseball
116826,0-35k,70,F,owner,MMA
106600,HighIncome,18 to 24,M,rent,Football
115845,Low,18-24,M,,Hockey
104110,35_75,70,M,rent,Basketball
112501,150k+,25-34,F,,golf
101079,Under35,35-44,M,tenant,Basketball
113172,150k+,45-54,F,rent,Hockey
111057,Under35,70,F,owner,esports
118085,0-35k,70,M,,Baseball
101012,0-35k,25-34,F,,motorsport
109551,35-75k,18-24,F,,Football
106849,35-75k,45-54,F,rent,golf
101937,MedHigh,18 to 24,F,Owns,Football
118161,150k+,45-54,F,,
112216,HighIncome,65+,M,Owns,motorsport
118267,150k+,45-54,F,Owns,MMA
114300,150k+,25-34,M,Owns,
113725,150kplus,70,F,Owns,Hockey
101714,150k+,55-64,F,owner,tennis
101417,Low,45-54,M,Owns,Hockey
114288,0-35k,25_34,F,tenant,
116532,35-75k,18 to 24,F,own,Basketball
111323,Under35,18 to 24,F,owner,Baseball
109060,150k+,55-64,F,own,MMA
115260,150k+,25-34,M,owner,Baseball
119564,35_75,25-34,M,own,MMA
112725,35_75,18-24,M,rent,motorsport
109459,35_75,45-54,M,Owns,MMA
100545,0-35k,18-24,F,owner,golf
112661,HighIncome,55-64,M,,Football
112259,75to150,45-54,O,tenant,Baseball
116074,Under35,70,F,,motorsport
107700,MedHigh,55-64,F,tenant,Hockey
117521,150kplus,70,F,rent,Hockey
103401,150k+,55-64,F,owner,motorsport
111530,35_75,18-24,M,owner,Soccer
101221,35_75,35-44,O,,Basketball
101010,HighIncome,70,M,tenant,golf
114464,HighIncome,55-64,F,owner,motorsport
101414,MedHigh,70,M,rent,esports
936027,Under35,65+,M,,Hockey
112012,150kplus,70,F,own,MMA
110544,150k+,35-44,M,own,Hockey
108039,75-150k,70,M,owner,MMA
113467,150k+,55-64,F,,Football
117813,75-150k,25_34,F,owner,
100022,MedHigh,25-34,M,,
113889,150k+,45-54,F,,Hockey
111056,HighIncome,65+,F,own,golf
114499,75-150k,70,F,tenant,motorsport
114198,150kplus,25_34,F,rent,Baseball
105128,150k+,65+,M,Owns,Hockey
109103,HighIncome,45-54,,,esports
115517,150k+,18 to 24,M,owner,Hockey
114181,150kplus,25_34,M,own,tennis
110929,75to150,70,F,Owns,esports
114083,0-35k,18 to 24,M,own,golf
110215,HighIncome,18-24,F,,golf
111010,35_75,18-24,M,rent,esports
113006,75to150,55-64,F,,Football
103922,Under35,70,M,owner,Soccer
110813,0-35k,25-34,M,,Football
116829,Low,70,M,own,
114846,35-75k,35-44,F,owner,
103229,75to150,65+,F,owner,Soccer
116335,MedHigh,18-24,F,,Hockey
115203,75-150k,18 to 24,M,Owns,tennis
111883,150k+,70,M,rent,tennis
107755,35-75k,18 to 24,F,rent,Soccer
114447,Low,25-34,F,own,tennis
117912,150k+,70,F,rent,Football
111923,150kplus,70,F,,golf
107382,MedHigh,45-54,F,Owns,Soccer
108319,75to150,65+,F,rent,esports
111035,0-35k,55-64,F,Owns,Baseball
117212,Low,45-54,M,rent,Football
108361,150k+,18 to 24,M,tenant,motorsport
102514,75-150k,55-64,F,Owns,esports
107835,35_75,35-44,F,rent,MMA
105201,MedHigh,45-54,F,owner,esports
110314,MedHigh,18 to 24,O,own,motorsport
114860,75to150,35-44,,Owns,MMA
108734,Under35,18-24,F,own,Hockey
104517,35_75,18 to 24,F,rent,Hockey
101171,75to150,25_34,O,own,motorsport
105772,35-75k,35-44,F,own,Baseball
115652,Low,25_34,O,,golf
114989,150k+,55-64,F,rent,golf
115815,HighIncome,25_34,F,,golf
104872,150k+,45-54,F,own,Football
116176,75to150,35-44,M,tenant,Hockey
112671,HighIncome,25-34,F,Owns,Baseball
109491,HighIncome,18 to 24,F,tenant,golf
110546,MedHigh,18-24,M,rent,
113251,Low,18-24,F,rent,MMA
110324,150k+,55-64,F,owner,Hockey
101135,150kplus,70,M,tenant,Hockey
113528,MedHigh,70,M,,motorsport
110893,75-150k,35-44,F,tenant,motorsport
108255,0-35k,18-24,F,Owns,esports
112165,35_75,35-44,M,tenant,Baseball
107947,0-35k,55-64,F,,tennis
113233,Low,18 to 24,M,tenant,Basketball
113545,Low,55-64,F,tenant,Baseball
115369,HighIncome,65+,F,Owns,Baseball
100590,MedHigh,25-34,M,,Soccer
112876,75to150,25_34,M,rent,MMA
112440,75to150,25-34,M,,MMA
110229,75-150k,25_34,M,owner,motorsport
115167,Under35,18-24,F,,Football
107955,150k+,65+,F,rent,Baseball
101050,150k+,25_34,F,owner,golf
105714,150kplus,18-24,M,tenant,Basketball
114120,Under35,65+,F,owner,Baseball
115813,0-35k,55-64,M,,tennis
113521,35-75k,35-44,F,own,motorsport
108739,MedHigh,18 to 24,F,,Football
