ScanId,Evt,Bc,ScanTs,Gate,Valid
9010987,EVT00046,B605815-1-899,10/20/2024 11:43,Club,1
9010988,EVT00040,B605815-2-837,12/3/2024 8:47,North,1
9010989,EVT00038,B605816-1-741,11/20/2024 14:34,North,1
9010990,EVT00002,B605816-2-370,11/12/2024 23:57,South,1
9010991,EVT00010,B605816-3-809,3/4/2025 13:10,G2,1
9010992,EVT00021,B605817-1-324,1/22/2025 13:58,VIP,1
9010993,EVT00065,B605817-2-439,2/8/2025 8:52,G3,1
9010994,EVT00072,B605817-3-476,12/17/2024 10:17,G3,1
9010995,EVT00049,B605817-4-583,3/28/2025 18:16,G2,0
9010996,EVT00053,B605818-1-471,12/1/2024 0:56,G2,1
9010997,EVT00051,B605818-2-392,11/7/2024 19:23,South,1
9010998,EVT00018,B605819-1-206,12/29/2024 5:42,Club,1
9010999,EVT00078,B605819-2-250,4/10/2025 8:59,G3,1
9011000,EVT00024,B605820-1-948,4/27/2025 16:50,North,1
9011001,EVT00052,B605821-1-375,3/30/2025 21:49,South,1
9011002,EVT00039,B605821-2-663,3/31/2025 13:49,G1,1
9011003,EVT00066,B605822-1-131,11/11/2024 15:38,G2,1
9011004,EVT00061,B605823-1-921,11/14/2024 14:40,South,1
9011005,EVT00014,B605823-2-533,4/27/2025 16:50,G1,1
9011006,EVT00074,B605823-3-888,10/10/2024 4:58,G2,1
9011007,EVT00031,B605824-1-279,1/5/2025 1:12,Club,1
9011008,EVT00080,B605825-1-580,2/13/2025 0:29,G3,1
9011009,EVT00005,B605827-1-419,12/4/2024 22:32,G3,1
9011010,EVT00067,B605827-2-515,10/5/2024 14:09,Club,1
9011011,EVT00077,B605827-3-173,11/23/2024 19:55,Club,1
9011012,EVT00029,B605828-1-509,4/11/2025 17:10,G2,1
9011013,EVT00008,B605829-1-359,3/28/2025 7:07,G1,1
9011014,EVT00069,B605829-2-220,4/13/2025 14:31,G3,1
9011015,EVT00047,B605830-1-102,11/27/2024 1:27,Club,1
9011016,EVT00047,B605830-2-663,1/23/2025 18:18,VIP,1
9011017,EVT00054,B605831-1-244,2/4/2025 21:31,South,1
9011018,EVT00008,B605832-1-730,4/13/2025 22:23,VIP,1
9011019,EVT00024,B605832-2-561,11/25/2024 14:47,G2,1
9011020,EVT00062,B605833-1-478,10/28/2024 16:06,South,1
9011021,EVT00016,B605833-2-318,12/2/2024 16:08,G1,1
9011022,EVT00074,B605833-3-633,12/10/2024 10:12,G2,1
9011023,EVT00073,B605834-2-519,2/1/2025 3:00,VIP,1
9011024,EVT00015,B605834-3-890,12/4/2024 16:43,VIP,1
9011025,EVT00023,B605834-4-687,12/16/2024 6:11,VIP,1
9011026,EVT00040,B605835-1-701,3/1/2025 12:29,Club,1
9011027,EVT00022,B605836-1-369,11/30/2024 8:29,Club,1
9011028,EVT00056,B605837-1-792,1/15/2025 15:39,VIP,1
9011029,EVT00030,B605837-2-729,3/14/2025 21:47,VIP,1
9011030,EVT00066,B605838-1-908,12/6/2024 22:28,G2,1
9011031,EVT00061,B605839-1-320,12/13/2024 16:27,South,1
9011032,EVT00063,B605839-2-120,10/6/2024 0:33,Club,1
9011033,EVT00030,B605840-1-288,4/4/2025 6:52,Club,1
9011034,EVT00060,B605840-2-818,12/18/2024 17:00,G3,1
9011035,EVT00052,B605841-1-688,2/13/2025 8:32,G2,1
9011036,EVT00036,B605841-2-633,2/20/2025 4:04,North,1
9011037,EVT00074,B605842-1-703,2/14/2025 1:32,South,1
9011038,EVT00057,B605843-1-642,3/9/2025 5:47,VIP,1
9011039,EVT00030,B605844-1-312,3/15/2025 20:01,VIP,1
9011040,EVT00023,B605844-2-670,1/27/2025 10:24,G3,1
9011041,EVT00029,B605845-1-530,4/4/2025 11:48,Club,1
9011042,EVT00043,B605845-3-896,12/13/2024 4:06,North,1
9011043,EVT00003,B605846-1-841,4/7/2025 7:29,G2,1
9011044,EVT00057,B605846-2-179,2/20/2025 3:09,G2,1
9011045,EVT00067,B605847-1-978,4/6/2025 0:55,G2,1
9011046,EVT00078,B605847-2-513,2/23/2025 19:26,G1,1
9011047,EVT00051,B605847-3-926,10/19/2024 2:09,VIP,1
9011048,EVT00041,B605848-1-882,1/8/2025 0:41,North,1
9011049,EVT00035,B605849-1-713,3/28/2025 19:32,VIP,1
9011050,EVT00028,B605850-1-341,1/27/2025 3:29,G2,1
9011051,EVT00014,B605850-2-808,3/5/2025 4:02,G2,1
9011052,EVT00017,B605851-1-759,12/13/2024 0:51,VIP,1
9011053,EVT00015,B605851-2-588,11/11/2024 2:47,G2,1
9011054,EVT00047,B605851-3-630,12/26/2024 13:31,North,1
9011055,EVT00061,B605852-1-779,1/6/2025 11:57,G3,1
9011056,EVT00004,B605854-1-786,1/13/2025 21:35,Club,1
9011057,EVT00041,B605854-2-143,1/10/2025 18:58,G3,1
9011058,EVT00003,B605854-3-432,12/16/2024 14:20,G2,0
9011059,EVT00060,B605855-1-204,12/4/2024 2:28,G2,1
9011060,EVT00052,B605855-2-131,12/27/2024 6:07,VIP,1
9011061,EVT00080,B605855-3-233,12/19/2024 3:49,VIP,1
9011062,EVT00026,B605856-1-867,1/31/2025 23:13,VIP,1
9011063,EVT00062,B605856-2-172,12/19/2024 7:16,North,1
9011064,EVT00073,B605857-1-715,10/30/2024 13:34,G1,1
9011065,EVT00026,B605857-2-238,10/7/2024 5:50,South,1
9011066,EVT00007,B605857-3-699,12/28/2024 5:46,G3,0
9011067,EVT00012,B605858-1-627,3/29/2025 8:14,G3,1
9011068,EVT00026,B605859-1-392,10/23/2024 6:47,G3,1
9011069,EVT00034,B605859-2-913,3/15/2025 18:37,G2,1
9011070,EVT00054,B605859-3-184,3/2/2025 19:28,VIP,1
9011071,EVT00048,B605860-1-676,11/23/2024 15:22,VIP,1
9011072,EVT00059,B605860-2-908,4/16/2025 18:13,G3,1
9011073,EVT00006,B605861-1-771,2/4/2025 11:43,G1,0
9011074,EVT00062,B605862-1-677,3/3/2025 11:53,G1,1
9011075,EVT00002,B605862-2-623,2/12/2025 13:50,South,1
9011076,EVT00051,B605863-2-685,10/14/2024 4:10,VIP,1
9011077,EVT00058,B605863-3-923,2/13/2025 18:00,G1,1
9011078,EVT00025,B605863-4-429,1/23/2025 9:03,South,1
9011079,EVT00017,B605863-5-602,12/22/2024 20:57,G1,1
9011080,EVT00065,B605863-6-841,2/24/2025 13:52,G3,1
9011081,EVT00066,B605864-1-644,12/10/2024 13:31,Club,1
9011082,EVT00018,B605864-2-177,12/31/2024 6:15,G1,1
9011083,EVT00012,B605864-3-364,2/6/2025 5:00,G3,1
9011084,EVT00026,B605865-1-498,12/9/2024 9:10,G3,1
9011085,EVT00048,B605865-2-683,4/11/2025 1:15,G2,1
9011086,EVT00029,B605866-1-336,12/17/2024 2:53,G2,1
9011087,EVT00033,B605867-1-642,10/5/2024 5:28,South,1
9011088,EVT00036,B605867-3-640,1/26/2025 1:22,G1,1
9011089,EVT00034,B605867-4-133,1/28/2025 5:30,North,1
9011090,EVT00048,B605868-1-284,3/13/2025 4:13,G2,1
9011091,EVT00025,B605868-2-445,11/9/2024 5:30,G1,1
9011092,EVT00036,B605868-3-816,11/10/2024 10:59,North,1
9011093,EVT00056,B605869-1-339,1/23/2025 1:59,North,1
9011094,EVT00038,B605869-2-701,1/13/2025 16:38,VIP,1
9011095,EVT00044,B605870-1-718,3/15/2025 22:34,G1,1
9011096,EVT00038,B605870-2-517,11/15/2024 15:49,South,1
9011097,EVT00077,B605870-3-591,3/25/2025 1:43,G3,1
9011098,EVT00002,B605871-1-142,12/18/2024 5:20,G2,1
9011099,EVT00056,B605871-2-932,12/31/2024 2:42,South,1
9011100,EVT00078,B605872-1-911,12/29/2024 13:48,G1,1
9011101,EVT00032,B605872-2-870,3/21/2025 10:21,South,1
9011102,EVT00071,B605873-1-320,1/19/2025 3:13,South,1
9011103,EVT00030,B605873-2-337,12/1/2024 22:53,G1,1
9011104,EVT00022,B605875-1-478,2/18/2025 13:55,North,1
9011105,EVT00026,B605875-2-699,12/25/2024 0:37,G1,1
9011106,EVT00045,B605876-1-837,12/6/2024 10:26,G2,1
9011107,EVT00028,B605876-2-120,4/24/2025 13:09,North,1
9011108,EVT00041,B605876-3-262,11/23/2024 14:13,South,1
9011109,EVT00018,B605877-1-535,2/26/2025 11:59,South,1
9011110,EVT00041,B605877-3-580,11/20/2024 12:18,G3,1
9011111,EVT00077,B605878-1-640,10/31/2024 12:48,G1,1
9011112,EVT00036,B605878-2-390,1/29/2025 15:44,North,1
9011113,EVT00072,B605879-1-929,3/15/2025 22:02,G3,1
9011114,EVT00018,B605879-2-344,3/29/2025 19:40,North,1
9011115,EVT00021,B605880-1-713,1/6/2025 19:24,G1,1
9011116,EVT00066,B605880-2-503,4/30/2025 9:35,G3,1
9011117,EVT00056,B605880-3-835,12/17/2024 14:26,G3,1
9011118,EVT00045,B605881-1-179,2/28/2025 2:38,G1,1
9011119,EVT00007,B605882-1-426,3/7/2025 2:58,VIP,1
9011120,EVT00021,B605883-1-688,11/3/2024 19:33,G1,1
9011121,EVT00019,B605883-2-742,10/14/2024 6:28,North,1
9011122,EVT00010,B605884-1-527,1/13/2025 12:24,VIP,1
9011123,EVT00030,B605885-1-227,2/23/2025 19:50,VIP,1
9011124,EVT00028,B605885-2-370,12/16/2024 0:51,Club,1
9011125,EVT00061,B605886-1-332,12/19/2024 16:43,Club,1
9011126,EVT00075,B605887-1-829,12/14/2024 22:37,G1,1
9011127,EVT00072,B605887-2-180,4/1/2025 20:19,South,1
9011128,EVT00068,B605887-3-373,10/30/2024 3:28,G1,1
9011129,EVT00022,B605888-1-270,3/11/2025 3:36,Club,1
9011130,EVT00063,B605888-2-992,2/28/2025 21:25,Club,1
9011131,EVT00001,B605888-3-102,10/10/2024 8:24,G2,1
9011132,EVT00030,B605889-1-746,3/10/2025 2:53,VIP,1
9011133,EVT00032,B605889-2-357,2/27/2025 18:19,VIP,1
9011134,EVT00021,B605889-3-129,1/8/2025 13:40,VIP,1
9011135,EVT00059,B605889-4-218,2/28/2025 17:27,G3,1
9011136,EVT00035,B605890-1-706,12/16/2024 18:10,Club,1
9011137,EVT00040,B605890-2-834,10/16/2024 6:55,VIP,1
9011138,EVT00043,B605891-1-384,2/12/2025 8:21,G2,1
9011139,EVT00005,B605891-2-523,12/13/2024 2:14,Club,1
9011140,EVT00050,B605891-3-397,11/8/2024 6:40,G2,1
9011141,EVT00038,B605891-4-575,10/28/2024 19:24,G3,1
9011142,EVT00009,B605892-1-645,3/1/2025 0:40,VIP,1
9011143,EVT00032,B605892-2-225,2/9/2025 21:01,G1,0
9011144,EVT00030,B605893-1-637,12/21/2024 13:22,Club,1
9011145,EVT00028,B605893-2-910,4/22/2025 23:16,VIP,0
9011146,EVT00071,B605893-3-656,4/29/2025 1:46,G3,1
9011147,EVT00020,B605894-1-273,2/11/2025 5:37,G2,1
9011148,EVT00064,B605894-2-622,12/5/2024 17:24,South,1
9011149,EVT00073,B605894-3-100,10/27/2024 9:50,G2,1
9011150,EVT00020,B605895-1-948,4/8/2025 9:45,VIP,0
9011151,EVT00039,B605895-2-222,1/21/2025 18:38,VIP,1
9011152,EVT00050,B605895-3-275,12/28/2024 23:23,G1,1
9011153,EVT00075,B605895-4-320,12/2/2024 14:31,VIP,1
9011154,EVT00014,B605896-2-275,10/23/2024 0:42,VIP,1
9011155,EVT00006,B605897-1-548,3/30/2025 17:27,Club,1
9011156,EVT00035,B605897-2-681,1/19/2025 8:54,G2,1
9011157,EVT00057,B605897-3-695,1/1/2025 6:25,North,1
9011158,EVT00025,B605898-1-894,12/5/2024 1:14,South,1
9011159,EVT00008,B605899-2-596,12/26/2024 22:45,G1,1
9011160,EVT00070,B605900-2-473,2/2/2025 8:58,G3,1
9011161,EVT00026,B605900-3-869,3/14/2025 22:40,North,1
9011162,EVT00040,B605901-1-860,10/28/2024 2:42,South,1
9011163,EVT00010,B605901-2-545,10/1/2024 21:13,North,0
9011164,EVT00075,B605901-3-287,3/24/2025 2:03,G2,1
9011165,EVT00008,B605902-1-483,10/25/2024 5:18,G1,1
9011166,EVT00058,B605902-2-918,12/24/2024 20:25,VIP,1
9011167,EVT00021,B605903-1-142,11/19/2024 21:00,G3,1
9011168,EVT00028,B605903-2-479,11/7/2024 12:28,North,1
9011169,EVT00006,B605905-1-745,11/29/2024 12:54,G3,1
9011170,EVT00027,B605906-1-421,11/8/2024 4:30,G3,1
9011171,EVT00030,B605907-1-268,10/16/2024 13:34,VIP,1
9011172,EVT00026,B605907-2-924,12/20/2024 16:01,G3,1
9011173,EVT00062,B605907-3-795,2/23/2025 17:53,G2,1
9011174,EVT00015,B605908-1-387,3/11/2025 20:35,VIP,1
9011175,EVT00018,B605908-2-924,3/23/2025 6:42,G2,1
9011176,EVT00049,B605910-1-768,10/31/2024 16:48,G3,1
9011177,EVT00073,B605910-2-249,3/4/2025 7:25,G1,1
9011178,EVT00079,B605910-3-844,4/27/2025 1:15,G3,1
9011179,EVT00061,B605911-1-808,11/21/2024 11:23,G3,1
9011180,EVT00009,B605911-2-770,3/11/2025 8:33,Club,1
9011181,EVT00040,B605911-3-911,10/23/2024 12:17,VIP,1
9011182,EVT00047,B605912-1-977,3/31/2025 5:15,G2,1
9011183,EVT00003,B605913-1-179,12/2/2024 7:56,G2,1
9011184,EVT00032,B605914-1-472,1/15/2025 5:38,G2,1
9011185,EVT00027,B605914-2-346,10/27/2024 23:13,G2,1
9011186,EVT00043,B605914-3-261,3/26/2025 23:28,South,1
9011187,EVT00042,B605915-1-263,12/11/2024 16:36,VIP,1
9011188,EVT00033,B605915-2-104,2/12/2025 22:53,G3,1
9011189,EVT00013,B605916-1-198,1/22/2025 7:28,Club,1
9011190,EVT00044,B605916-2-257,2/12/2025 7:47,South,1
9011191,EVT00078,B605917-1-613,10/28/2024 15:41,VIP,1
9011192,EVT00049,B605917-2-320,11/24/2024 13:50,Club,1
9011193,EVT00016,B605917-3-636,12/23/2024 1:37,G2,1
9011194,EVT00013,B605918-1-802,4/10/2025 17:34,South,0
9011195,EVT00027,B605918-3-873,11/8/2024 15:00,G2,1
9011196,EVT00024,B605918-4-261,3/26/2025 21:47,VIP,1
9011197,EVT00058,B605919-1-159,11/27/2024 12:02,North,1
9011198,EVT00011,B605919-2-434,1/5/2025 0:29,VIP,1
9011199,EVT00023,B605920-1-104,3/5/2025 20:59,Club,1
9011200,EVT00031,B605920-2-201,3/28/2025 17:35,G3,1
9011201,EVT00052,B605921-2-928,10/16/2024 9:53,G3,1
9011202,EVT00074,B605922-1-135,11/22/2024 7:36,Club,1
9011203,EVT00046,B605922-2-454,2/20/2025 18:27,North,1
9011204,EVT00074,B605923-1-357,4/19/2025 1:39,VIP,1
9011205,EVT00008,B605924-1-707,10/13/2024 5:23,Club,1
9011206,EVT00033,B605924-2-759,4/20/2025 12:49,Club,1
9011207,EVT00076,B605925-1-948,3/9/2025 6:14,G2,1
9011208,EVT00001,B605926-1-462,10/16/2024 3:19,Club,1
9011209,EVT00042,B605926-2-757,11/22/2024 15:11,G3,1
9011210,EVT00064,B605927-1-991,10/31/2024 8:44,South,1
9011211,EVT00039,B605927-2-660,2/13/2025 20:58,G3,1
9011212,EVT00046,B605928-1-278,2/7/2025 18:03,VIP,1
9011213,EVT00016,B605928-2-789,11/5/2024 18:52,G3,1
9011214,EVT00030,B605929-1-599,3/20/2025 15:34,G1,1
9011215,EVT00049,B605929-2-904,12/1/2024 11:24,South,1
9011216,EVT00045,B605929-3-586,3/3/2025 7:03,VIP,1
9011217,EVT00065,B605930-1-613,11/14/2024 10:50,VIP,1
9011218,EVT00041,B605931-1-295,3/29/2025 4:10,G2,0
9011219,EVT00009,B605931-2-741,12/13/2024 11:04,G1,1
9011220,EVT00078,B605932-1-241,1/27/2025 3:09,Club,1
9011221,EVT00044,B605933-1-191,11/24/2024 7:59,G1,1
9011222,EVT00012,B605933-2-918,10/17/2024 7:04,South,1
9011223,EVT00080,B605934-1-568,10/19/2024 1:35,South,1
9011224,EVT00017,B605935-1-779,12/24/2024 11:38,G1,1
9011225,EVT00068,B605936-1-528,11/19/2024 5:08,North,1
9011226,EVT00067,B605936-2-988,4/25/2025 23:38,South,1
9011227,EVT00080,B605936-3-700,11/12/2024 7:00,G3,1
9011228,EVT00074,B605937-1-312,11/2/2024 20:09,Club,1
9011229,EVT00045,B605937-2-324,12/12/2024 5:05,G3,1
9011230,EVT00074,B605938-1-429,1/17/2025 0:50,Club,1
9011231,EVT00072,B605938-2-573,4/26/2025 4:52,VIP,1
9011232,EVT00070,B605938-3-424,4/2/2025 18:21,G1,1
9011233,EVT00047,B605938-4-323,10/8/2024 1:22,South,0
9011234,EVT00005,B605939-1-668,2/21/2025 14:21,Club,1
9011235,EVT00079,B605940-1-195,4/17/2025 4:31,G2,1
9011236,EVT00002,B605941-1-757,10/15/2024 1:41,North,1
9011237,EVT00076,B605942-1-531,10/15/2024 6:31,G2,1
9011238,EVT00012,B605942-2-618,2/17/2025 9:21,North,1
9011239,EVT00049,B605943-1-181,3/21/2025 8:53,G1,1
9011240,EVT00077,B605943-2-226,11/25/2024 11:32,G2,1
9011241,EVT00051,B605944-1-322,2/11/2025 6:25,G2,1
9011242,EVT00075,B605945-1-696,10/28/2024 9:45,Club,1
9011243,EVT00021,B605945-2-732,11/14/2024 4:20,North,1
9011244,EVT00035,B605946-1-849,10/23/2024 7:52,G3,1
9011245,EVT00054,B605947-1-442,10/9/2024 9:29,South,1
9011246,EVT00029,B605948-1-839,11/24/2024 8:31,VIP,1
9011247,EVT00016,B605948-2-730,1/11/2025 3:09,VIP,1
9011248,EVT00050,B605948-3-737,4/4/2025 10:02,G3,1
9011249,EVT00080,B605949-1-378,12/2/2024 10:45,North,1
9011250,EVT00064,B605949-2-324,10/21/2024 13:22,G3,1
9011251,EVT00028,B605949-3-706,1/17/2025 3:29,Club,1
9011252,EVT00070,B605950-1-973,11/8/2024 6:34,G3,1
9011253,EVT00027,B605950-2-112,10/13/2024 8:50,South,1
9011254,EVT00015,B605951-1-222,12/9/2024 10:42,VIP,1
9011255,EVT00036,B605951-2-781,3/4/2025 23:19,North,1
9011256,EVT00058,B605952-1-622,12/12/2024 20:58,G3,1
9011257,EVT00025,B605952-2-291,3/11/2025 12:12,G1,1
9011258,EVT00044,B605953-1-520,2/17/2025 0:37,North,1
9011259,EVT00055,B605954-1-798,4/21/2025 10:47,South,1
9011260,EVT00053,B605954-2-507,11/9/2024 14:30,VIP,1
9011261,EVT00014,B605955-1-161,10/19/2024 18:29,Club,1
9011262,EVT00010,B605955-2-464,11/28/2024 2:57,Club,1
9011263,EVT00015,B605955-3-661,1/4/2025 13:12,G1,1
9011264,EVT00058,B605955-4-559,11/29/2024 16:59,G3,1
9011265,EVT00019,B605956-1-618,12/11/2024 20:42,Club,1
9011266,EVT00058,B605956-2-609,4/8/2025 0:57,G2,1
9011267,EVT00038,B605956-3-584,11/19/2024 21:04,South,1
9011268,EVT00072,B605957-1-936,10/18/2024 19:55,G1,1
9011269,EVT00042,B605958-1-725,4/13/2025 2:24,G1,1
9011270,EVT00061,B605959-1-785,4/11/2025 9:51,G1,1
9011271,EVT00044,B605959-2-892,11/6/2024 2:26,North,1
9011272,EVT00043,B605960-1-142,12/20/2024 17:33,Club,1
9011273,EVT00053,B605960-2-719,2/10/2025 10:45,South,1
9011274,EVT00055,B605960-3-822,1/1/2025 10:34,VIP,1
9011275,EVT00008,B605960-4-361,3/15/2025 9:28,VIP,1
9011276,EVT00034,B605960-5-286,2/4/2025 18:25,Club,1
9011277,EVT00014,B605960-6-276,1/7/2025 0:14,Club,1
9011278,EVT00038,B605962-1-196,12/7/2024 6:18,North,1
9011279,EVT00015,B605962-2-251,11/22/2024 9:05,G1,1
9011280,EVT00004,B605962-3-152,10/10/2024 8:12,South,1
9011281,EVT00012,B605963-1-349,2/8/2025 22:44,G1,0
9011282,EVT00069,B605963-2-656,11/9/2024 0:05,G3,1
9011283,EVT00075,B605964-1-520,1/7/2025 16:15,G2,1
9011284,EVT00031,B605964-2-219,10/6/2024 7:12,Club,1
9011285,EVT00003,B605964-3-822,12/7/2024 5:33,Club,1
9011286,EVT00030,B605964-4-857,11/19/2024 12:42,G1,1
9011287,EVT00022,B605965-1-190,1/8/2025 21:21,G1,1
9011288,EVT00013,B605966-1-955,4/2/2025 17:24,North,1
9011289,EVT00026,B605966-2-958,11/1/2024 12:36,Club,1
9011290,EVT00067,B605967-1-380,12/21/2024 10:27,VIP,1
9011291,EVT00077,B605967-2-724,10/12/2024 20:49,Club,1
9011292,EVT00007,B605968-1-538,11/22/2024 13:13,VIP,1
9011293,EVT00033,B605968-2-150,1/31/2025 12:18,G1,1
9011294,EVT00042,B605968-3-496,3/26/2025 1:28,Club,1
9011295,EVT00043,B605968-4-919,10/5/2024 5:40,G1,1
9011296,EVT00032,B605969-1-188,2/19/2025 21:08,Club,1
9011297,EVT00018,B605969-2-844,4/26/2025 5:36,Club,1
9011298,EVT00076,B605970-1-311,11/9/2024 0:22,North,1
9011299,EVT00077,B605971-1-772,1/7/2025 14:33,G2,1
9011300,EVT00071,B605972-1-885,1/29/2025 20:31,North,1
9011301,EVT00019,B605973-2-830,3/22/2025 11:29,VIP,1
9011302,EVT00051,B605973-3-623,2/16/2025 17:35,G3,1
9011303,EVT00062,B605974-1-849,3/19/2025 17:24,G3,1
9011304,EVT00037,B605974-2-329,11/21/2024 23:18,Club,1
9011305,EVT00060,B605975-1-516,2/23/2025 0:07,G1,1
9011306,EVT00014,B605976-1-453,3/13/2025 23:45,G2,1
9011307,EVT00059,B605976-2-502,10/23/2024 13:05,VIP,1
9011308,EVT00001,B605976-3-695,2/3/2025 0:56,G1,1
9011309,EVT00022,B605977-1-657,3/22/2025 6:43,VIP,1
9011310,EVT00032,B605978-1-530,2/10/2025 18:07,G1,1
9011311,EVT00019,B605978-2-680,4/23/2025 8:41,G3,1
9011312,EVT00072,B605979-1-579,1/25/2025 15:12,South,1
9011313,EVT00042,B605979-2-478,12/2/2024 20:38,G3,1
9011314,EVT00054,B605979-3-255,10/11/2024 4:14,Club,1
9011315,EVT00013,B605980-1-988,3/24/2025 11:51,Club,1
9011316,EVT00014,B605980-2-226,4/1/2025 22:41,Club,1
9011317,EVT00077,B605981-1-192,12/4/2024 20:49,North,1
9011318,EVT00051,B605981-2-345,11/27/2024 1:30,G1,1
9011319,EVT00009,B605982-1-855,11/4/2024 8:14,G2,1
9011320,EVT00020,B605982-2-778,12/21/2024 14:09,South,1
9011321,EVT00064,B605982-3-346,3/12/2025 1:42,North,1
9011322,EVT00062,B605983-1-464,12/20/2024 23:12,G2,1
9011323,EVT00042,B605983-2-671,3/17/2025 12:55,G1,1
9011324,EVT00006,B605983-3-473,10/11/2024 12:28,North,1
9011325,EVT00010,B605983-4-723,12/10/2024 21:28,VIP,1
9011326,EVT00054,B605984-1-360,4/18/2025 12:06,North,1
9011327,EVT00018,B605984-2-662,4/13/2025 19:36,South,1
9011328,EVT00014,B605985-1-968,2/24/2025 13:03,G3,1
9011329,EVT00003,B605985-2-352,10/14/2024 6:46,G1,1
9011330,EVT00029,B605986-1-731,1/24/2025 4:27,VIP,1
9011331,EVT00042,B605986-2-428,2/10/2025 10:21,Club,1
9011332,EVT00014,B605986-3-470,2/8/2025 21:31,G2,1
9011333,EVT00049,B605987-1-892,1/27/2025 6:43,VIP,1
9011334,EVT00055,B605988-1-500,4/28/2025 12:41,G1,1
9011335,EVT00038,B605989-1-665,11/15/2024 21:34,G2,1
9011336,EVT00066,B605990-1-763,4/23/2025 2:55,G1,1
9011337,EVT00067,B605991-1-820,11/27/2024 5:05,G3,1
9011338,EVT00074,B605991-2-821,4/27/2025 11:56,North,1
9011339,EVT00013,B605992-2-659,12/9/2024 20:36,South,1
9011340,EVT00047,B605992-3-417,11/15/2024 14:35,North,1
9011341,EVT00043,B605993-1-885,4/4/2025 16:16,VIP,1
9011342,EVT00033,B605994-1-723,4/12/2025 18:27,North,1
9011343,EVT00065,B605994-2-460,2/17/2025 1:17,G3,1
9011344,EVT00057,B605995-1-265,11/15/2024 3:23,G3,0
9011345,EVT00011,B605996-1-109,3/23/2025 9:55,G2,1
9011346,EVT00029,B605997-1-988,12/23/2024 23:21,North,1
9011347,EVT00012,B605998-1-738,12/6/2024 12:08,South,1
9011348,EVT00061,B605999-1-298,1/4/2025 1:42,Club,1
9011349,EVT00075,B605999-2-910,2/15/2025 15:45,VIP,1
9011350,EVT00070,B606000-1-817,10/9/2024 1:14,G3,1
9011351,EVT00064,B606000-2-771,10/28/2024 5:01,Club,1
9011352,EVT00058,B606001-1-735,1/7/2025 21:43,South,1
9011353,EVT00078,B606001-2-341,4/17/2025 13:02,North,1
9011354,EVT00011,B606001-3-931,11/24/2024 14:19,G2,1
9011355,EVT00011,B606002-1-457,3/8/2025 9:30,South,1
9011356,EVT00009,B606003-1-944,12/8/2024 21:21,South,1
9011357,EVT00058,B606003-2-129,10/4/2024 13:42,VIP,1
9011358,EVT00075,B606003-3-811,1/24/2025 9:08,VIP,0
9011359,EVT00022,B606004-1-554,12/25/2024 12:39,South,1
9011360,EVT00065,B606004-2-893,10/13/2024 16:00,Club,1
9011361,EVT00065,B606005-1-762,4/17/2025 17:48,VIP,1
9011362,EVT00003,B606006-1-113,10/29/2024 15:20,G1,1
9011363,EVT00047,B606007-1-946,1/5/2025 6:49,G3,1
9011364,EVT00068,B606007-2-763,12/19/2024 10:19,North,1
9011365,EVT00077,B606008-1-330,10/5/2024 21:00,VIP,1
9011366,EVT00050,B606009-1-683,12/23/2024 23:33,VIP,1
9011367,EVT00074,B606009-2-601,2/27/2025 5:03,Club,1
9011368,EVT00012,B606010-1-184,1/10/2025 1:32,G2,1
9011369,EVT00019,B606010-2-975,10/19/2024 14:51,G1,1
9011370,EVT00006,B606010-3-741,4/4/2025 21:23,VIP,1
9011371,EVT00037,B606011-1-725,2/18/2025 23:02,South,1
9011372,EVT00015,B606011-2-266,1/18/2025 11:14,Club,1
9011373,EVT00052,B606012-1-523,10/18/2024 16:44,Club,1
9011374,EVT00021,B606012-2-282,1/24/2025 4:06,G1,1
9011375,EVT00062,B606012-3-328,10/19/2024 20:28,VIP,0
9011376,EVT00041,B606012-4-266,10/18/2024 0:34,South,1
9011377,EVT00065,B606013-1-457,10/22/2024 11:36,G1,1
9011378,EVT00010,B606013-2-185,1/12/2025 7:22,G3,1
9011379,EVT00040,B606014-1-217,1/11/2025 13:32,North,1
9011380,EVT00040,B606014-2-882,10/15/2024 21:41,South,1
9011381,EVT00024,B606015-1-128,3/4/2025 18:49,G2,1
9011382,EVT00001,B606016-1-171,11/24/2024 21:46,Club,1
9011383,EVT00032,B606016-2-157,2/8/2025 21:11,VIP,1
9011384,EVT00080,B606017-1-934,4/1/2025 22:46,VIP,1
9011385,EVT00042,B606017-2-892,4/30/2025 17:01,Club,1
9011386,EVT00068,B606017-3-919,4/7/2025 18:33,North,1
9011387,EVT00047,B606018-1-656,10/22/2024 15:22,North,1
9011388,EVT00061,B606019-1-277,12/18/2024 1:59,North,1
9011389,EVT00013,B606020-2-827,1/22/2025 14:36,VIP,1
9011390,EVT00037,B606021-1-676,3/22/2025 2:08,G2,0
9011391,EVT00080,B606021-2-297,1/18/2025 15:35,G1,1
9011392,EVT00002,B606021-3-962,4/22/2025 15:16,North,1
9011393,EVT00004,B606021-4-361,2/14/2025 1:01,G1,1
9011394,EVT00038,B606022-1-368,12/22/2024 22:50,North,1
9011395,EVT00020,B606023-1-788,10/10/2024 12:39,G2,1
9011396,EVT00067,B606023-2-596,4/7/2025 11:35,North,1
9011397,EVT00012,B606024-1-153,10/25/2024 12:46,VIP,1
