ItemId,OrdId,EvtId,TktType,Sect,Rw,Seat,Price,Barcode
7012314,605960,EVT00055,season,104,E,11,37.39,B605960-3-822
7012315,605960,EVT00008,season,104,E,24,50.8,B605960-4-361
7012316,605960,EVT00034,season,104,A,15,31.44,B605960-5-286
7012317,605960,EVT00014,season,105,A,27,22.09,B605960-6-276
7012318,605961,EVT00077,single,,A,19,38.89,B605961-1-396
7012319,605962,EVT00038,comp,104,A,23,0,B605962-1-196
7012320,605962,EVT00015,single,103,,29,12.67,B605962-2-251
7012321,605962,EVT00004,single,103,E,12,46.65,B605962-3-152
7012322,605963,EVT00012,single,103,B,3,26,B605963-1-349
7012323,605963,EVT00069,single,105,,27,63.51,B605963-2-656
7012324,605964,EVT00075,single,102,D,22,42.07,B605964-1-520
7012325,605964,EVT00031,single,102,A,27,18.65,B605964-2-219
7012326,605964,EVT00003,single,103,A,11,11.51,B605964-3-822
7012327,605964,EVT00030,single,104,D,11,33.84,B605964-4-857
7012328,605965,EVT00022,single,105,A,2,17.15,B605965-1-190
7012329,605965,EVT00022,youth,103,D,19,86.6,B605965-2-480
7012330,605966,EVT00013,single,101,C,24,61.29,B605966-1-955
7012331,605966,EVT00026,single,103,E,11,95.48,B605966-2-958
7012332,605967,EVT00067,comp,101,,5,0,B605967-1-380
7012333,605967,EVT00077,single,,B,4,170.22,B605967-2-724
7012334,605968,EVT00007,single,106,B,30,42.84,B605968-1-538
7012335,605968,EVT00033,single,104,,12,19.49,B605968-2-150
7012336,605968,EVT00042,single,101,A,14,17.63,B605968-3-496
7012337,605968,EVT00043,single,101,C,15,10.6,B605968-4-919
7012338,605969,EVT00032,youth,105,D,2,117.7,B605969-1-188
7012339,605969,EVT00018,single,103,A,16,55.3,B605969-2-844
7012340,605970,EVT00076,single,,C,6,224.62,B605970-1-311
7012341,605971,EVT00077,single,104,,27,150.31,B605971-1-772
7012342,605972,EVT00071,youth,GA,D,,196.25,B605972-1-885
7012343,605973,EVT00055,youth,103,B,19,33.42,B605973-1-445
7012344,605973,EVT00019,single,106,A,23,125.13,B605973-2-830
7012345,605973,EVT00051,single,103,,1,78.42,B605973-3-623
7012346,605974,EVT00062,single,102,C,17,96.84,B605974-1-849
7012347,605974,EVT00037,single,106,D,19,112.77,B605974-2-329
7012348,605975,EVT00060,vip,102,D,30,243.65,B605975-1-516
7012349,605976,EVT00014,single,103,A,19,34.52,B605976-1-453
7012350,605976,EVT00059,single,106,B,13,36.45,B605976-2-502
7012351,605976,EVT00001,single,,D,24,11.57,B605976-3-695
7012352,605977,EVT00022,single,106,D,7,152.61,B605977-1-657
7012353,605978,EVT00032,vip,,,28,98.02,B605978-1-530
7012354,605978,EVT00019,single,102,A,1,95.75,B605978-2-680
7012355,605979,EVT00072,single,104,A,5,41.58,B605979-1-579
7012356,605979,EVT00042,single,105,E,24,57.65,B605979-2-478
7012357,605979,EVT00054,single,GA,C,,41.55,B605979-3-255
7012358,605980,EVT00013,single,105,C,20,92.97,B605980-1-988
7012359,605980,EVT00014,youth,104,E,15,62.87,B605980-2-226
7012360,605981,EVT00077,single,101,E,14,117.91,B605981-1-192
7012361,605981,EVT00051,single,101,B,23,24.55,B605981-2-345
7012362,605982,EVT00009,single,106,A,25,77.51,B605982-1-855
7012363,605982,EVT00020,single,101,D,20,113.47,B605982-2-778
7012364,605982,EVT00064,single,GA,C,,31.87,B605982-3-346
7012365,605983,EVT00062,single,106,B,19,18.49,B605983-1-464
7012366,605983,EVT00042,single,,D,18,26.59,B605983-2-671
7012367,605983,EVT00006,single,101,D,4,40.66,B605983-3-473
7012368,605983,EVT00010,single,105,C,26,51.63,B605983-4-723
7012369,605984,EVT00054,single,106,E,13,99.57,B605984-1-360
7012370,605984,EVT00018,vip,101,,28,110.66,B605984-2-662
7012371,605985,EVT00014,single,104,B,4,75.6,B605985-1-968
7012372,605985,EVT00003,single,106,A,11,55.75,B605985-2-352
7012373,605986,EVT00029,youth,102,,15,23.11,B605986-1-731
7012374,605986,EVT00042,single,105,D,1,163.82,B605986-2-428
7012375,605986,EVT00014,comp,105,A,25,0,B605986-3-470
7012376,605987,EVT00049,single,106,E,8,244.42,B605987-1-892
7012377,605988,EVT00055,single,104,D,8,119.34,B605988-1-500
7012378,605989,EVT00038,single,103,C,28,30.45,B605989-1-665
7012379,605989,EVT00044,single,103,,24,36.63,B605989-2-210
7012380,605990,EVT00066,single,101,D,21,123.5,B605990-1-763
7012381,605991,EVT00067,single,GA,C,,50.37,B605991-1-820
7012382,605991,EVT00074,single,101,B,20,30.8,B605991-2-821
7012383,605992,EVT00030,single,,E,27,39.72,B605992-1-277
7012384,605992,EVT00013,single,103,C,12,14.5,B605992-2-659
7012385,605992,EVT00047,single,105,D,10,6.7,B605992-3-417
7012386,605993,EVT00043,single,106,,2,53.31,B605993-1-885
7012387,605994,EVT00033,comp,104,E,24,0,B605994-1-723
7012388,605994,EVT00065,single,103,,27,138.17,B605994-2-460
7012389,605995,EVT00057,comp,105,E,18,33.93,B605995-1-265
7012390,605996,EVT00011,season,105,C,30,156.42,B605996-1-109
7012391,605997,EVT00029,single,102,D,24,80.42,B605997-1-988
7012392,605998,EVT00012,single,102,C,15,55.91,B605998-1-738
7012393,605999,EVT00061,season,102,D,5,39.23,B605999-1-298
7012394,605999,EVT00075,season,102,D,12,42.8,B605999-2-910
7012395,606000,EVT00070,season,103,A,15,171.2,B606000-1-817
7012396,606000,EVT00064,vip,GA,B,,58.66,B606000-2-771
7012397,606001,EVT00058,youth,106,C,14,8.33,B606001-1-735
7012398,606001,EVT00078,single,106,E,3,36.96,B606001-2-341
7012399,606001,EVT00011,single,101,C,8,29.84,B606001-3-931
7012400,606002,EVT00011,single,101,,3,176.29,B606002-1-457
7012401,606003,EVT00009,single,101,E,29,43.25,B606003-1-944
7012402,606003,EVT00058,single,,E,24,41.04,B606003-2-129
7012403,606003,EVT00075,single,,,17,48.56,B606003-3-811
7012404,606004,EVT00022,single,101,,2,76.68,B606004-1-554
7012405,606004,EVT00065,youth,104,E,9,89.85,B606004-2-893
7012406,606005,EVT00065,season,104,A,16,27,B606005-1-762
7012407,606006,EVT00003,single,104,C,2,109.26,B606006-1-113
7012408,606007,EVT00047,single,,C,26,78.99,B606007-1-946
7012409,606007,EVT00068,single,,B,6,158.36,B606007-2-763
7012410,606008,EVT00077,single,105,D,9,178.11,B606008-1-330
7012411,606009,EVT00050,single,103,,16,101.81,B606009-1-683
7012412,606009,EVT00074,single,102,B,28,106.02,B606009-2-601
7012413,606010,EVT00012,single,,C,4,49.93,B606010-1-184
7012414,606010,EVT00019,youth,GA,E,,23.15,B606010-2-975
7012415,606010,EVT00006,single,,D,26,32.29,B606010-3-741
7012416,606011,EVT00037,season,101,E,29,85.05,B606011-1-725
7012417,606011,EVT00015,single,103,D,6,94.31,B606011-2-266
7012418,606012,EVT00052,single,GA,E,,15.1,B606012-1-523
7012419,606012,EVT00021,single,106,B,23,28.33,B606012-2-282
7012420,606012,EVT00062,single,102,A,19,10.58,B606012-3-328
7012421,606012,EVT00041,single,103,E,12,25.06,B606012-4-266
7012422,606013,EVT00065,single,GA,,,49.24,B606013-1-457
7012423,606013,EVT00010,single,103,E,16,72.33,B606013-2-185
7012424,606014,EVT00040,single,101,C,11,33.8,B606014-1-217
7012425,606014,EVT00040,single,GA,B,,40.56,B606014-2-882
7012426,606015,EVT00024,youth,101,E,7,116.29,B606015-1-128
7012427,606016,EVT00001,single,102,,19,81.45,B606016-1-171
7012428,606016,EVT00032,single,102,,6,144.09,B606016-2-157
7012429,606017,EVT00080,single,101,B,2,25.9,B606017-1-934
7012430,606017,EVT00042,single,101,,6,7.87,B606017-2-892
7012431,606017,EVT00068,single,102,,3,16.81,B606017-3-919
7012432,606018,EVT00047,single,103,D,7,105.13,B606018-1-656
7012433,606019,EVT00061,single,,C,24,78.58,B606019-1-277
7012434,606019,EVT00065,single,106,,16,16.78,B606019-2-616
7012435,606019,EVT00041,single,104,D,25,65.11,B606019-3-930
7012436,606020,EVT00069,single,,E,20,80.5,B606020-1-418
7012437,606020,EVT00013,single,102,B,7,158.97,B606020-2-827
7012438,606020,EVT00073,comp,GA,A,,0,B606020-3-605
7012439,606021,EVT00037,single,,C,22,32.89,B606021-1-676
7012440,606021,EVT00080,vip,,E,2,11.81,B606021-2-297
7012441,606021,EVT00002,single,GA,E,,26.28,B606021-3-962
7012442,606021,EVT00004,single,104,,17,13.47,B606021-4-361
7012443,606022,EVT00038,single,105,C,7,-185.77,B606022-1-368
7012444,606023,EVT00020,single,104,E,28,110.75,B606023-1-788
7012445,606023,EVT00067,single,106,B,9,83.07,B606023-2-596
7012446,606024,EVT00012,single,,C,30,114.33,B606024-1-153
7012447,606025,EVT00040,single,,D,19,248.72,B606025-1-629
7012448,606026,EVT00057,comp,105,D,6,0,B606026-1-825
7012449,606026,EVT00033,single,104,E,19,20.41,B606026-2-682
7012450,606026,EVT00045,single,GA,D,,70.55,B606026-3-628
7012451,606027,EVT00011,single,,E,24,40.66,B606027-1-329
7012452,606027,EVT00012,single,,E,6,47.8,B606027-2-471
7012453,606027,EVT00018,single,101,,20,7.65,B606027-3-578
7012454,606027,EVT00032,vip,105,E,9,18.92,B606027-4-528
7012455,606028,EVT00078,single,101,,26,41.8,B606028-1-237
7012456,606029,EVT00004,single,104,,30,87.62,B606029-1-556
7012457,606030,EVT00005,single,GA,,,42.26,B606030-1-179
7012458,606030,EVT00053,single,104,D,4,120.62,B606030-2-883
7012459,606031,EVT00079,single,GA,C,,233.89,B606031-1-652
7012460,606032,EVT00038,single,101,E,25,73.94,B606032-1-768
7012461,606032,EVT00047,youth,104,C,16,91.05,B606032-2-101
7012462,606033,EVT00063,single,101,,3,100.63,B606033-1-436
7012463,606033,EVT00045,single,104,,8,100.36,B606033-2-943
7012464,606034,EVT00031,single,101,D,8,227.37,B606034-1-233
7012465,606035,EVT00064,single,106,E,18,28.33,B606035-1-194
7012466,606035,EVT00006,single,103,,5,23.35,B606035-2-557
7012467,606036,EVT00047,comp,GA,C,,72.95,B606036-1-432
7012468,606037,EVT00007,youth,GA,A,,53.03,B606037-1-749
7012469,606038,EVT00077,single,103,B,8,110.04,B606038-1-649
7012470,606039,EVT00059,comp,,D,12,0,B606039-1-819
7012471,606039,EVT00078,single,106,E,4,13.34,B606039-2-125
7012472,606039,EVT00029,single,GA,D,,53.56,B606039-3-922
7012473,606040,EVT00058,single,105,B,21,28.4,B606040-1-624
7012474,606041,EVT00003,season,,,12,135.25,B606041-1-576
7012475,606042,EVT00021,season,106,D,20,157.97,B606042-1-624
7012476,606042,EVT00040,season,GA,E,,30.8,B606042-2-891
7012477,606043,EVT00034,single,GA,C,,14.4,B606043-1-823
7012478,606043,EVT00040,single,GA,,,21.18,B606043-2-344
7012479,606043,EVT00055,single,103,A,12,7.35,B606043-3-916
7012480,606043,EVT00005,youth,GA,E,,34.84,B606043-4-940
7012481,606044,EVT00020,single,104,,10,91.99,B606044-1-557
7012482,606045,EVT00048,single,GA,C,,22.44,B606045-1-664
7012483,606045,EVT00052,single,102,A,19,46.06,B606045-2-468
7012484,606045,EVT00047,vip,GA,B,,56.43,B606045-3-753
7012485,606046,EVT00019,single,101,C,11,39.79,B606046-1-591
7012486,606046,EVT00029,single,101,C,30,19.57,B606046-2-558
7012487,606047,EVT00046,single,106,A,15,21.66,B606047-1-256
7012488,606047,EVT00035,vip,102,B,15,49.22,B606047-2-222
7012489,606048,EVT00019,single,104,,9,33.25,B606048-1-701
7012490,606048,EVT00069,single,101,E,1,41.79,B606048-2-855
7012491,606049,EVT00006,youth,103,,11,51.74,B606049-1-171
7012492,606049,EVT00043,single,GA,D,,102.74,B606049-2-546
7012493,606050,EVT00041,single,105,A,24,10.34,B606050-1-256
7012494,606050,EVT00003,single,101,,30,44.57,B606050-2-598
7012495,606051,EVT00053,youth,GA,C,,25.99,B606051-1-680
7012496,606051,EVT00004,single,106,E,18,39.41,B606051-2-515
7012497,606052,EVT00001,single,105,B,26,21.78,B606052-1-303
7012498,606052,EVT00049,single,101,A,29,3.31,B606052-2-565
7012499,606053,EVT00050,single,106,A,24,50.41,B606053-1-699
7012500,606053,EVT00062,single,105,D,12,60.21,B606053-2-660
7012501,606054,EVT00045,single,106,,2,196.34,B606054-1-837
7012502,606055,EVT00043,single,101,B,22,53.93,B606055-1-926
7012503,606055,EVT00001,single,106,D,19,48.74,B606055-2-506
7012504,606056,EVT00002,single,103,C,21,232.65,B606056-1-502
7012505,606057,EVT00073,single,102,A,13,189.86,B606057-1-424
7012506,606058,EVT00010,single,101,B,2,47.37,B606058-1-495
7012507,606058,EVT00072,youth,104,E,24,26.04,B606058-2-424
7012508,606059,EVT00060,single,,E,9,28.77,B606059-1-998
7012509,606059,EVT00022,single,105,E,18,29.05,B606059-2-559
7012510,606059,EVT00028,single,103,D,17,26.69,B606059-3-204
7012511,606060,EVT00018,comp,101,B,12,195.75,B606060-1-841
7012512,606061,EVT00013,single,105,A,20,-257.58,B606061-1-657
7012513,606062,EVT00045,comp,101,D,29,0,B606062-1-791
7012514,606062,EVT00067,youth,106,A,2,37.18,B606062-2-762
7012515,606062,EVT00011,youth,102,C,15,55.08,B606062-3-967
7012516,606063,EVT00010,single,103,D,24,19.62,B606063-1-510
7012517,606063,EVT00039,single,106,D,13,38.37,B606063-2-699
7012518,606063,EVT00061,single,GA,,,42.11,B606063-3-972
7012519,606064,EVT00002,single,102,D,4,111.46,B606064-1-135
7012520,606064,EVT00059,single,101,C,15,32.66,B606064-2-421
7012521,606065,EVT00029,single,105,D,8,129.67,B606065-1-974
7012522,606065,EVT00015,single,,C,11,69.39,B606065-2-748
7012523,606066,EVT00002,single,GA,C,,5.66,B606066-1-526
7012524,606066,EVT00019,comp,106,C,30,0,B606066-2-549
7012525,606066,EVT00009,single,101,,23,4.03,B606066-3-555
7012526,606066,EVT00055,youth,102,C,12,16.79,B606066-4-335
7012527,606067,EVT00007,vip,GA,A,,30.05,B606067-1-965
7012528,606067,EVT00011,single,,B,4,28.41,B606067-2-422
7012529,606067,EVT00034,single,GA,A,,71.78,B606067-3-735
7012530,606067,EVT00059,single,105,B,14,32.18,B606067-4-322
7012531,606068,EVT00002,single,GA,C,,103.79,B606068-1-437
7012532,606068,EVT00008,single,106,D,7,73.84,B606068-2-263
7012533,606069,EVT00008,single,105,,26,217.34,B606069-1-308
7012534,606070,EVT00027,single,106,A,1,35.5,B606070-1-729
7012535,606070,EVT00017,single,104,C,19,177.58,B606070-2-333
7012536,606071,EVT00023,single,106,D,3,46.6,B606071-1-280
7012537,606071,EVT00007,youth,101,B,2,37.61,B606071-2-260
7012538,606071,EVT00008,single,103,C,1,6.87,B606071-3-723
7012539,606071,EVT00062,single,,C,5,18.88,B606071-4-721
7012540,606072,EVT00020,single,104,A,9,37.29,B606072-1-808
7012541,606072,EVT00059,single,103,C,25,52.53,B606072-2-161
7012542,606073,EVT00070,season,101,C,8,36.98,B606073-1-628
7012543,606073,EVT00039,single,102,D,2,27.96,B606073-2-314
7012544,606073,EVT00048,single,,A,15,31.76,B606073-3-897
7012545,606073,EVT00011,single,103,,14,7.48,B606073-4-140
7012546,606074,EVT00072,single,106,B,22,26.32,B606074-1-501
7012547,606074,EVT00004,single,101,A,12,23.39,B606074-2-824
7012548,606075,EVT00011,season,,B,28,59.26,B606075-1-880
7012549,606075,EVT00064,season,,B,2,67.05,B606075-2-146
7012550,606075,EVT00066,single,103,,24,53.38,B606075-3-372
7012551,606076,EVT00008,single,GA,B,,14.8,B606076-1-849
7012552,606076,EVT00021,single,101,D,18,16.65,B606076-2-265
7012553,606076,EVT00013,single,106,,14,2.76,B606076-3-257
7012554,606077,EVT00009,single,102,A,29,107.19,B606077-1-238
7012555,606077,EVT00007,youth,106,C,10,33.57,B606077-2-397
7012556,606078,EVT00033,single,,C,13,178.57,B606078-1-893
7012557,606079,EVT00065,single,,B,14,94.32,B606079-1-470
7012558,606079,EVT00007,youth,106,B,8,145.45,B606079-2-351
7012559,606080,EVT00023,single,101,A,8,55.65,B606080-1-260
7012560,606080,EVT00048,single,101,A,25,20.28,B606080-2-292
7012561,606080,EVT00017,vip,103,E,30,44.14,B606080-3-310
7012562,606081,EVT00078,single,105,B,1,101.3,B606081-1-789
7012563,606082,EVT00055,single,102,B,4,19.11,B606082-1-531
7012564,606082,EVT00073,single,GA,C,,17.93,B606082-2-726
7012565,606083,EVT00041,single,,,7,24.75,B606083-1-155
7012566,606083,EVT00070,vip,104,D,14,23.2,B606083-2-399
7012567,606084,EVT00046,single,105,B,2,172.5,B606084-1-925
7012568,606085,EVT00030,single,103,E,20,43.39,B606085-1-171
7012569,606085,EVT00064,youth,106,E,4,68.57,B606085-2-718
7012570,606086,EVT00033,season,GA,,,26.07,B606086-1-941
7012571,606086,EVT00001,season,106,,23,16.63,B606086-2-537
7012572,606086,EVT00002,season,104,C,23,14.56,B606086-3-830
7012573,606086,EVT00034,season,105,A,10,28.84,B606086-4-302
7012574,606087,EVT00014,vip,102,,9,5.29,B606087-1-834
7012575,606087,EVT00068,single,106,A,27,14.32,B606087-2-804
7012576,606087,EVT00016,single,,E,16,28.81,B606087-3-479
7012577,606088,EVT00045,single,106,E,26,110.82,B606088-1-137
7012578,606088,EVT00004,single,106,E,21,50.62,B606088-2-262
7012579,606089,EVT00059,single,104,C,16,85.36,B606089-1-453
7012580,606089,EVT00020,vip,102,D,9,118.21,B606089-2-590
7012581,606090,EVT00022,single,,B,20,28.3,B606090-1-358
7012582,606090,EVT00020,single,102,C,20,8.87,B606090-2-390
7012583,606091,EVT00047,youth,103,D,30,29.97,B606091-1-824
7012584,606091,EVT00061,single,101,D,11,9.75,B606091-2-938
7012585,606092,EVT00034,season,105,D,29,36.12,B606092-1-978
7012586,606092,EVT00071,season,103,A,16,42.33,B606092-2-253
7012587,606092,EVT00040,season,102,C,5,88.84,B606092-3-562
7012588,606093,EVT00003,single,105,C,19,95.64,B606093-1-197
7012589,606093,EVT00057,single,GA,D,,66.22,B606093-2-395
7012590,606094,EVT00067,single,103,,3,54.3,B606094-1-890
7012591,606094,EVT00043,single,106,B,25,86.59,B606094-2-109
7012592,606094,EVT00056,single,101,A,25,19.57,B606094-3-863
7012593,606095,EVT00076,season,GA,D,,25.84,B606095-1-209
7012594,606095,EVT00073,season,101,E,25,26.93,B606095-2-127
7012595,606095,EVT00018,season,,E,9,20.5,B606095-3-504
7012596,606095,EVT00043,single,103,C,24,9.69,B606095-4-228
7012597,606095,EVT00070,single,103,D,8,23.39,B606095-5-861
7012598,606095,EVT00054,season,,,17,27.05,B606095-6-641
7012599,606096,EVT00014,single,103,A,17,61.32,B606096-1-802
7012600,606096,EVT00053,season,106,D,7,88.75,B606096-2-616
7012601,606096,EVT00030,single,GA,E,,58.53,B606096-3-543
7012602,606097,EVT00012,single,104,D,2,25.83,B606097-1-973
7012603,606097,EVT00071,single,102,B,22,69.58,B606097-2-890
7012604,606097,EVT00070,vip,GA,,,69.06,B606097-3-787
7012605,606097,EVT00043,single,102,C,12,70.68,B606097-4-584
7012606,606098,EVT00046,single,103,B,15,91.03,B606098-1-843
7012607,606099,EVT00034,single,102,B,14,44.54,B606099-1-974
7012608,606099,EVT00031,single,103,D,7,23.89,B606099-2-365
7012609,606100,EVT00041,single,103,,18,36.55,B606100-1-893
7012610,606100,EVT00007,single,GA,E,,92.84,B606100-2-593
7012611,606100,EVT00035,single,106,E,23,64.64,B606100-3-816
7012612,606101,EVT00011,single,103,D,19,134.85,B606101-1-163
7012613,606102,EVT00039,single,,,19,216.09,B606102-1-213
7012614,606103,EVT00069,single,103,,25,32.32,B606103-1-763
7012615,606104,EVT00043,single,105,E,11,211.45,B606104-1-227
7012616,606105,EVT00079,vip,102,C,11,156.31,B606105-1-121
7012617,606106,EVT00006,single,101,C,30,51.7,B606106-1-516
7012618,606106,EVT00029,single,105,E,7,81.67,B606106-2-470
7012619,606107,EVT00007,single,,C,12,5.21,B606107-1-355
7012620,606107,EVT00064,vip,102,D,18,9.98,B606107-2-955
7012621,606108,EVT00047,youth,102,E,29,56.95,B606108-1-916
7012622,606108,EVT00025,vip,101,E,5,55.22,B606108-2-400
7012623,606108,EVT00072,single,104,C,11,23.94,B606108-3-735
7012624,606108,EVT00058,single,102,B,2,62.55,B606108-4-402
7012625,606109,EVT00003,single,101,,22,81.59,B606109-1-687
7012626,606109,EVT00069,single,104,B,10,63.79,B606109-2-274
7012627,606110,EVT00005,single,101,D,19,68.14,B606110-1-989
7012628,606110,EVT00034,single,102,E,13,24.48,B606110-2-436
7012629,606110,EVT00066,single,,A,8,55.84,B606110-3-997
7012630,606110,EVT00020,single,106,D,12,26.66,B606110-4-125
7012631,606111,EVT00024,vip,101,D,9,246.74,B606111-1-168
7012632,606112,EVT00037,youth,101,D,8,22.72,B606112-1-321
7012633,606112,EVT00021,single,101,,23,92.52,B606112-2-852
7012634,606112,EVT00060,single,104,D,29,73.7,B606112-3-826
7012635,606113,EVT00025,single,,A,17,71.21,B606113-1-976
7012636,606113,EVT00066,youth,106,E,1,67.45,B606113-2-133
7012637,606114,EVT00037,single,102,C,7,86.72,B606114-1-201
7012638,606115,EVT00059,single,GA,A,,23.34,B606115-1-957
7012639,606115,EVT00003,single,GA,C,,40.39,B606115-2-709
7012640,606116,EVT00055,season,106,A,8,113.17,B606116-1-111
7012641,606117,EVT00022,single,103,B,16,177.91,B606117-1-762
7012642,606118,EVT00005,single,101,A,10,6.12,B606118-1-702
7012643,606118,EVT00002,single,101,A,3,26.23,B606118-2-565
7012644,606119,EVT00026,single,105,A,14,74.39,B606119-1-594
7012645,606119,EVT00042,single,103,A,13,43.76,B606119-2-907
7012646,606119,EVT00028,single,104,C,6,110.67,B606119-3-873
7012647,606120,EVT00063,single,GA,,,24.11,B606120-1-504
7012648,606120,EVT00030,single,106,A,27,33.08,B606120-2-756
7012649,606121,EVT00080,single,104,D,4,10.4,B606121-1-850
7012650,606121,EVT00011,single,102,B,3,7.13,B606121-2-145
7012651,606122,EVT00012,youth,101,A,18,144.5,B606122-1-182
7012652,606122,EVT00022,single,105,D,2,35.07,B606122-2-729
7012653,606123,EVT00052,youth,102,,10,26.1,B606123-1-507
7012654,606123,EVT00069,youth,105,E,13,21.74,B606123-2-246
7012655,606124,EVT00001,single,105,,12,75.26,B606124-1-141
7012656,606124,EVT00012,single,102,D,26,81.28,B606124-2-398
7012657,606125,EVT00080,single,104,E,27,18.8,B606125-1-830
7012658,606125,EVT00067,single,104,B,27,11.83,B606125-2-159
7012659,606126,EVT00075,vip,,D,30,16.87,B606126-1-457
7012660,606126,EVT00018,single,105,E,4,14.32,B606126-2-668
7012661,606127,EVT00070,single,105,D,30,19.89,B606127-1-774
7012662,606127,EVT00071,single,104,E,6,28.43,B606127-2-397
7012663,606127,EVT00005,single,GA,A,,11.21,B606127-3-444
7012664,606127,EVT00006,single,101,A,27,15.79,B606127-4-882
7012665,606128,EVT00038,single,,B,12,58.12,B606128-1-473
7012666,606128,EVT00035,single,104,A,7,65.9,B606128-2-552
7012667,606128,EVT00020,single,103,,24,33.31,B606128-3-565
7012668,606129,EVT00051,comp,GA,B,,77.81,B606129-1-219
7012669,606130,EVT00019,single,102,D,12,12.32,B606130-1-144
7012670,606130,EVT00072,single,103,B,18,39.68,B606130-2-731
7012671,606131,EVT00067,single,102,,13,207.06,B606131-1-160
7012672,606132,EVT00074,single,GA,B,,230.74,B606132-1-289
7012673,606133,EVT00048,youth,101,E,6,11.68,B606133-1-769
7012674,606133,EVT00050,single,101,,10,42.33,B606133-2-620
7012675,606133,EVT00017,youth,106,C,22,44.38,B606133-3-752
7012676,606134,EVT00050,single,103,D,18,23.16,B606134-1-536
7012677,606134,EVT00044,single,103,C,26,26.96,B606134-2-385
7012678,606134,EVT00066,youth,103,B,23,28.84,B606134-3-552
7012679,606135,EVT00080,single,GA,C,,89.96,B606135-1-180
7012680,606135,EVT00022,single,GA,C,,68.62,B606135-2-337
7012681,606135,EVT00080,youth,GA,E,,32.12,B606135-3-987
7012682,606136,EVT00055,single,101,A,13,79.96,B606136-1-664
7012683,606136,EVT00002,single,104,,19,38.27,B606136-2-648
7012684,606136,EVT00029,single,104,C,10,36.64,B606136-3-662
7012685,606137,EVT00072,single,102,E,15,9.31,B606137-1-834
7012686,606137,EVT00079,single,106,D,24,23.66,B606137-2-125
7012687,606138,EVT00069,single,104,C,8,69.17,B606138-1-774
7012688,606139,EVT00079,single,103,D,17,120.93,B606139-1-275
7012689,606139,EVT00001,single,104,,30,84.39,B606139-2-499
7012690,606140,EVT00016,single,105,D,1,34.23,B606140-1-440
7012691,606140,EVT00014,single,101,B,25,32.08,B606140-2-427
7012692,606141,EVT00016,single,104,B,23,242.41,B606141-1-577
7012693,606142,EVT00009,youth,101,C,12,21.34,B606142-1-651
7012694,606143,EVT00066,single,101,,9,8.8,B606143-1-978
7012695,606143,EVT00042,single,103,C,17,23.35,B606143-2-419
7012696,606143,EVT00008,single,GA,B,,15.49,B606143-3-921
7012697,606144,EVT00066,youth,106,C,5,38,B606144-1-150
7012698,606144,EVT00068,single,105,A,21,35.8,B606144-2-641
7012699,606145,EVT00033,single,104,B,26,229.52,B606145-1-880
7012700,606146,EVT00057,single,104,E,11,88.04,B606146-1-663
7012701,606146,EVT00019,single,101,C,26,84.11,B606146-2-532
7012702,606147,EVT00022,single,105,D,21,124.59,B606147-1-267
7012703,606147,EVT00033,single,104,B,28,109.65,B606147-2-376
7012704,606148,EVT00078,single,102,C,22,20.47,B606148-1-330
7012705,606148,EVT00052,single,105,,5,19.94,B606148-2-773
7012706,606148,EVT00017,single,106,E,29,21.98,B606148-3-828
7012707,606149,EVT00039,single,103,B,13,108.89,B606149-1-254
7012708,606150,EVT00079,single,,A,14,19.96,B606150-1-834
7012709,606150,EVT00008,single,104,,28,13.31,B606150-2-879
7012710,606150,EVT00014,single,103,,14,43.17,B606150-3-500
7012711,606151,EVT00005,single,106,A,1,50.44,B606151-1-753
7012712,606151,EVT00052,single,,E,8,32.79,B606151-2-580
7012713,606151,EVT00021,single,104,B,5,83.81,B606151-3-796
7012714,606152,EVT00035,single,103,D,19,61.99,B606152-1-787
7012715,606152,EVT00024,single,102,C,23,118.16,B606152-2-495
7012716,606153,EVT00049,single,103,E,5,176.62,B606153-1-578
7012717,606154,EVT00043,vip,105,D,21,185.38,B606154-1-482
7012718,606154,EVT00004,comp,GA,C,,0,B606154-2-139
7012719,606155,EVT00022,single,102,E,27,126.9,B606155-1-641
7012720,606156,EVT00072,single,105,B,7,3.05,B606156-1-408
7012721,606156,EVT00051,single,101,,23,8.31,B606156-2-460
7012722,606156,EVT00048,single,103,,27,6.35,B606156-3-570
7012723,606156,EVT00001,single,101,D,27,8.06,B606156-4-690
7012724,606157,EVT00057,single,102,C,15,179.47,B606157-1-277
7012725,606158,EVT00079,single,103,B,29,28.97,B606158-1-670
7012726,606159,EVT00036,single,104,A,10,18.06,B606159-1-973
7012727,606159,EVT00040,single,104,A,19,12.43,B606159-2-740
7012728,606160,EVT00042,vip,103,E,20,6.75,B606160-1-349
7012729,606160,EVT00039,single,101,A,3,32.84,B606160-2-145
7012730,606160,EVT00046,single,104,C,14,30.18,B606160-3-124
7012731,606161,EVT00055,single,105,C,1,30.36,B606161-1-701
7012732,606162,EVT00079,single,102,E,30,164.39,B606162-1-749
7012733,606163,EVT00030,single,102,A,18,48.8,B606163-1-633
7012734,606163,EVT00027,single,103,E,27,39.65,B606163-2-217
7012735,606164,EVT00065,single,101,C,30,243.26,B606164-1-105
7012736,606165,EVT00068,single,105,D,22,103.55,B606165-1-364
7012737,606165,EVT00031,single,102,E,2,90.45,B606165-2-267
7012738,606166,EVT00017,season,103,C,18,234.6,B606166-1-971
